BALLARI,NAGALUR,
BALLARI,SHAHPUR,1575.0
BALLARI,KALKERI,1804.0
BALLARI,KONNUR,3018.0
BALLARI,VANDANUR,
BALLARI,SINDAGI,
BALLARI,NAVADGI,
BALLARI,SALADHALLI,
BALLARI,KHANAPUR,
BALLARI,GOBASALGI,
BALLARI,KERUTAGI,
DUVVURU,GUDIPADU,
DUVVURU,GUDIPADU-1,
DUVVURU,EDAMADAKA,
DUVVURU,AVULAPALLI,
DUVVURU,MUTTULUR,
DUVVURU,BALAYAPALLI,
DUVVURU,MADIREPALLI,
DUVVURU,UYYALAWADA(DUVUURU),
DUVVURU,PEDDASINGANAPALLI,
